Ciudad,Bodega,Código,Nombre,Cantidad,P.Ult.Comp,Costo Lista,Tipo,Línea
LS - Barrio Industrial   ,B14,3003721                        ,RPTO PILOT G-1 0.5 AZUL,36,610,610,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3004996                        ,MARCADOR PILOT PERMANENTE BISELADO NEGRO,15,672,747,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3006937                        ,MARCADOR PILOT PERMANENTE FINO AZUL,44,747,747,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3008657                        ,RPTO LA.BO.PILOT FRIXION BALL 0.7MM AZUL,12,1053.1666,1054,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3500104                        ,MARCADOR ARTLINE PIZARRA 509 P/BISELADA ROJO,76,846,846,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3804040                        ,(LOMO BANGRAFICA ANCHO ROJO),9,483,483,SOLO SALA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3804577                        ,LOMO BANGRAFICA ANGOSTO AZUL,18,195,0,SOLO SALA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3807832                        ,CUADERNO CALIGRAFIX HORIZONTAL 1°BASICO-2°SEM,8,2823,2768,A PEDIDO,EDUCACIÓN                               
LS - Barrio Industrial   ,B14,3808058                        ,MARCADOR SHARPIE PERMANENTE C/CLASICOS 8 UND,14,3604,2925,SOLO SALA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3808183                        ,"TAMPON HERO METAL ROJO 10X6,8CM",76,252,0,QUIEBRE-L,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3808659                        ,PAPEL FOTOCOPIA EQUALIT DOBLE CARTA 500HJ,9,5780,5780,STOCK,PAPELES OFICINA                         
LS - Barrio Industrial   ,B14,3810392                        ,BL. TIJERA ESSENTIAL 13 CM MAPED,7,415,433,QUIEBRE-L,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3811617                        ,CARPETA DURABLE C/FASTENER CARTA AZUL,95,570,570,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3812096                        ,CARPETA OFFICE NUOVO OF C/ELASTICO ROJO,162,543,543,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3812097                        ,CARPETA OFFICE NUOVO OF C/ELASTICO AMARILLO,100,542.85,543,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813167                        ,APRETADOR HAND NEGRO 41 MM CAJA 12 UN,30,837,889.2,F MAESTRA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813190                        ,"APRETADOR SELLOFFICE 41MM 1.5/8"" CJ 12UND",51,873,873,BLOQUEO-C,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813298                        ,CARTULINA ESPAÑOLA FABRIANO 50X70 AZUL 20UN,6,6620,6620,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813364                        ,OPALINA HILADA DIAZOL CARTA 200GRCYELLO 125UN,2,7490,7190,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813368                        ,OPALINA HILADA DIAZOL CARTA 200GR MAYON 125UN,1,7490,7190,DE SALIDA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813371                        ,OPALINA HILADA DIAZOL CARTA 200GR PINK 125UN,2,69,7190,DE SALIDA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813384                        ,OPALINA HILADA DIAZOL OFICIO 200GR PEANU 125U,2,8990,7900,DE SALIDA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813411                        ,OPALINA LISA DIAZOL CARTA 200GR BLANCA 100 UN,8,6350,6350,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813436                        ,PLASTICO DIAZOL P/TERMOLAM OFICIO 0.5MM 100UN,52,7590,7590,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813503                        ,"NOTA ADHESIVA TORRE 7,6X7,6CM CUBO 400HJS.",153,1978,1978,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813523                        ,DESTACADOR TORRE PASTEL BLISTER MINI 6COLORES,8,655,1710,DE SALIDA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,8604618                        ,PAPAS FRITAS KRYZPO 37GR,48,417,417,DESCONTINU,ALIMENTOS                               
LS - Barrio Industrial   ,B14,8606423                        ,GALLETA COSTA MINI PALMERITAS 35GR,56,130,130,DE SALIDA,ALIMENTOS                               
LS - Barrio Industrial   ,B14,8606437                        ,CHOCOLATE TRENCITO 24GR,63,316,316,A PEDIDO,ALIMENTOS                               
LS - Barrio Industrial   ,B14,8613025                        ,GALLETA MACKAY KUKY CHOCOLATE 120GR,2,414,0,F MAESTRA,ALIMENTOS                               
LS - Barrio Industrial   ,B14,8603679                        ,NECTAR ANDINA DURAZNO 200CC,4,198,203,A PEDIDO,ALIMENTOS                               
LS - Barrio Industrial   ,B14,8604472                        ,CEREAL BAR COSTA FRUTOS ROJOS+YOGHURT 21GR,164,105,105,QUIEBRE-L,ALIMENTOS                               
LS - Barrio Industrial   ,B14,8605140                        ,GALLETA COSTA LIMON 140GR,10,460,460,QUIEBRE-L,ALIMENTOS                               
LS - Barrio Industrial   ,B14,8607152                        ,GALLETA VIVO SODA 123GR,12,480,480,F MAESTRA,ALIMENTOS                               
LS - Barrio Industrial   ,B14,8610001                        ,GALLETA MCKAY COCO 120GR,34,574,575,STOCK,ALIMENTOS                               
LS - Barrio Industrial   ,B14,8882134                        ,LIBRO EDUCACION BUHO 2007 R. EDUC. PARVULARIA,8,12780,12780,A PEDIDO,EDUCACIÓN                               
LS - Barrio Industrial   ,B14,8883213                        ,CUADERNO BUHO INDICE 1/2 OF.COMPOSICION 200HJ,20,6215,6215,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,8884570                        ,LIBRETA TARJA BUHO MENSUAL 40HJS,5,1555.5,1525,F MAESTRA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,8884577                        ,MANIFOLD BUHO AUTOCOPIATIVO TRIPLICADO 1570,43,6625,6625,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,8601257                        ,JALEA CARICIA LIMON 100GRS,24,473,473,DESCONTINU,ALIMENTOS                               
LS - Barrio Industrial   ,B14,8601340                        ,GALLETA COSTA MINI LIMON 35GR,20,125,125,DE SALIDA,ALIMENTOS                               
LS - Barrio Industrial   ,B14,8601516                        ,BEBIDA SPRITE ZERO 1.5LT,16,1347,1347,STOCK,ALIMENTOS                               
LS - Barrio Industrial   ,B14,8601746                        ,POUCH ATUN SAN JOSE 1 KILO,6,5800,5800,A PEDIDO,ALIMENTOS                               
LS - Barrio Industrial   ,B14,8601804                        ,CREMA CAROZZI ESPARRAGOS 1KG,5,1639,1750,A PEDIDO,ALIMENTOS                               
LS - Barrio Industrial   ,B14,8601842                        ,CHOCOLATE MUIBON LECHE 30GR,324,200,389,F MAESTRA,ALIMENTOS                               
LS - Barrio Industrial   ,B14,8602038                        ,GALLETA MACKAY GRILL 35GR,39,223,223,,ALIMENTOS                               
LS - Barrio Industrial   ,B14,8602127                        ,GALLETA MACKAY MINI VINO 35GR,10,186,186,DE SALIDA,ALIMENTOS                               
LS - Barrio Industrial   ,B14,8603029                        ,FIDEO LUCCHETTI CORBATA 400GR,18,610,600,F MAESTRA,ALIMENTOS                               
LS - Barrio Industrial   ,B14,8603042                        ,HARINA SELECTA C/POLVO 1KG,26,800,770,F MAESTRA,ALIMENTOS                               
LS - Barrio Industrial   ,B14,8603568                        ,NECTAR ANDINA PIÑA LIGHT 1LT,6,795,798,A PEDIDO,ALIMENTOS                               
LS - Barrio Industrial   ,B14,8603962                        ,MILO ACTIGEN 1KG,14,6139,6139,A PEDIDO,ALIMENTOS                               
LS - Barrio Industrial   ,B14,3811634                        ,PORTA CLIP ISOFIT METAL NEGRO 80X30MM,12,514,514,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3811726                        ,PAPELERO METALICO DOM 30X35,1,2059,0,F MAESTRA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813107                        ,"ARCH WILSON JONES BLANCO CARTA 2 ANILLOX3""",7,2900,3045,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813145                        ,CARPETA COLGANTE TORRE AZUL B/METAL,13,590,590,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813146                        ,CARPETA COLGANTE TORRE ROJO B/METAL,60,590,590,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813300                        ,CARTULINA ESPAÑOLA FABRIANO 50X70 BLANCO 20UN,3,6620,6620,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813337                        ,MICA GOFRADA DIAZOL CARTA HUMO 100 UND,5,85,5900,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813365                        ,(OPALINA HILADA DIAZOL CARTA 200GR CREAM 125UN),3,7490,7190,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813366                        ,OPALINA HILADA DIAZOL CARTA 200GR LGREEN 125U,1,7565,7190,DE SALIDA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813373                        ,OPALINA HILADA DIAZOL CARTA 225GR BLANC 100UN,4,8270,7850,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813504                        ,NOTA ADHESIVA TORRE MINICUBO 5X5CM COL 250HJ,22,1139,1139,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813579                        ,CARP PLASTIFICADA CI S/GUSANO AMARILLO,96,227,227,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813602                        ,LA.BO.FABER CASTELL 032M TRILUX NEGRO P.MEDIA,143,490,112,DE SALIDA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813853                        ,FORRO COLLEGE CI AZUL,100,89,89,F MAESTRA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813864                        ,FORRO COLLEGE CI VERDE CLARO,100,89,89,F MAESTRA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813964                        ,ESPIRAL DIAZOL 33MM NEGRO 25UN,4,6150,6150,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813968                        ,"PLASTICO P/TERMOLAMINAR OFICIO 0,5MM 100UN",3,9520,9520,QUIEBRE-C,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3814005                        ,GUIAS DESPACHO BUHO TRIPLICADO 50HJ,5,1305.6,1280,F MAESTRA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3814038                        ,CARPETA TORRE VINILICA OFICIO LOMO AZUL,164,483,530,DE SALIDA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3814044                        ,NOTA ADHESIVA TORRE BANDERITA+PAD AMARILLO,53,950,950,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3814185                        ,PISTOLA DE SILICONA PROARTE 10W,36,2336,2336,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3814435                        ,LUPA JM BORDE PLASTICO 75X5MM,1,651,651,SOLO SALA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3814757                        ,REGLA TORRE 30CM BISELADA HUMO,4,388,390,F MAESTRA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,4500100                        ,ETIQUETA ADETEC INK-JET BLANCA 70X35MM 25HJ,20,2291,2291,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,4502673                        ,ETIQUETA ADETEC INK-JET BLANCA 106X35MM 25HJ,6,2292,2291,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,4560010                        ,VIRUTEX PLUMERO ELECTROESTATICO,13,1502,2232,BLOQUEO-L,ASEO                                    
LS - Barrio Industrial   ,B14,4562016                        ,NESCAFE NESTLE DOLCA 170GR TARRO,18,2942,3648,STOCK,ALIMENTOS                               
LS - Barrio Industrial   ,B14,5001001                        ,(BANDERITA 3M POST IT 680-2 AZUL),4,1934,1934,DESCONTINU,LIBRERÍA                                
LS - Barrio Industrial   ,B14,5001027                        ,CINTA 3M MAGICA 18X10MT BOLSA,2,809,857,BLOQUEO-L,LIBRERÍA                                
LS - Barrio Industrial   ,B14,5003024                        ,CINTA 3M 500 18X30MT PACK 3UN,83,1184,1243,BLOQUEO-L,LIBRERÍA                                
LS - Barrio Industrial   ,B14,5508063                        ,ATLAS UNIVERSAL SOPENA CHILE,1,2941.1666,0,SOLO SALA,EDUCACIÓN                               
LS - Barrio Industrial   ,B14,6000668                        ,BLOCK DIBUJO ARTEL 99 1/8 140GR 20HJ,7,1001,978,QUIEBRE-C,LIBRERÍA                                
LS - Barrio Industrial   ,B14,6002057                        ,SACAPUNTA MAPED PLASTICO C/DEPOSITO I-GLOO,11,206,227,QUIEBRE-C,LIBRERÍA                                
LS - Barrio Industrial   ,B14,6002365                        ,CARTON FORRADO ARTEL 53X75CM BERMELLON,21,458.52,459,QUIEBRE-C,LIBRERÍA                                
LS - Barrio Industrial   ,B14,6002903                        ,GOMA BORRAR FACTIS PLASTICA P20,21,285,244,F MAESTRA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,6003564                        ,PLASTICINA ARTEL ARTELINA 12 COLOR,4,930,646,F MAESTRA,LIBRERÍA                                
P. Arenas                ,B1  ,7271556                        ,PLATO PLASTICO BLANCO CHICO 15CM 50 UND,50,34.29,897,DE SALIDA,ASEO                                    
P. Arenas                ,B1  ,7274360                        ,TRAJE IMPERMEABLE 3M 4510 BLANCO T/M UNIDAD,2,1769,0,DE SALIDA,FERRETERÍA                              
P. Arenas                ,B1  ,7274485                        ,VIRUTEX ESCOBILLA P/ZAPATOS,3,1730.1,2516,DE SALIDA,ASEO                                    
P. Arenas                ,B1  ,7274867                        ,MOPA REDONDA VIRUTEX ALGODON CLASICA,6,3793,3793,BLOQUEO-L,ASEO                                    
P. Arenas                ,B1  ,7274916                        ,RESPIRADOR 3M 8577 VAPORES ORGANICOS 10 UN,1,23428,46346,DE SALIDA,FERRETERÍA                              
P. Arenas                ,B1  ,7274920                        ,COOLER COLEMAN 5QT ROJO,1,6677,4859,DE SALIDA,FERRETERÍA                              
P. Arenas                ,B1  ,7274940                        ,CAJA WENCO MULTIUSO WENBOX 61 LITROS,2,9829,9829,DE SALIDA,FERRETERÍA                              
P. Arenas                ,B1  ,7275248                        ,SILLA PARVULO NORMADA KINDER UNIDAD,2,7200,6200,DE SALIDA,FERRETERÍA                              
P. Arenas                ,B1  ,7275298                        ,CHALECO BALUT GEOLOGO POPLIN AZUL TALLA S,2,2421,3150,DE SALIDA,FERRETERÍA                              
P. Arenas                ,B1  ,7275783                        ,"FILM SELLOCINTA ROLLO 20MIC 1,7K CONO 2"" 50CM",5,3048,3048,BLOQUEO-C,FERRETERÍA                              
P. Arenas                ,B1  ,7275883                        ,OVEROL VICSA BEST X TALLA XL,60,3100,2790,DE SALIDA,FERRETERÍA                              
P. Arenas                ,B1  ,7276135                        ,BEBIDA FANTA 1.5LT,24,1525.5333,1277,STOCK,ALIMENTOS                               
P. Arenas                ,B1  ,7278149                        ,LIMPIADOR LIQUIDO POETT ESPIRITU JOVEN 900ML,1,3399.6666,1518,DE SALIDA,ASEO                                    
P. Arenas                ,B1  ,7278265                        ,FILTRO SOLAR RAYTAN SPF 50+ 1LT,19,10747,12543,QUIEBRE-C,ASEO                                    
P. Arenas                ,B1  ,7278490                        ,INSECTICIDA RAID MATA MOSCAS MOSQUITOS 420CC,18,3237,3237,BLOQUEO-L,ASEO                                    
P. Arenas                ,B1  ,7290096                        ,CINTA SELLOCINTA PELIGRO 150MM X 350MTS 2COL,2,4151,5949,DE SALIDA,FERRETERÍA                              
P. Arenas                ,B1  ,7290097                        ,CINTA SELLOCINTA PRECAUCION 75MM X 350MT 1COL,7,3990,2679,DE SALIDA,FERRETERÍA                              
P. Arenas                ,B1  ,7290493                        ,PILA DURACEL AA OPTIMUM 2UN,4,1282,1606,STOCK,FERRETERÍA                              
P. Arenas                ,B1  ,7770246                        ,CORCHETERA ISOFIT CP-30 PLASTICA NEGRA P/25HJ,26,1740,1740,STOCK,LIBRERÍA                                
P. Arenas                ,B1  ,7770368                        ,LAPIZ CERA PROARTE EXTRA GRUESO 12COLOR,25,1060,1060,STOCK,LIBRERÍA                                
P. Arenas                ,B1  ,7770535                        ,DESTACADOR ISOFIT TB AMARIILO,43,393,393,DE SALIDA,LIBRERÍA                                
P. Arenas                ,B1  ,7770544                        ,(FECHADOR TRODAT 4750 41X24 4MM),7,6080,15409,SOLO SALA,LIBRERÍA                                
P. Arenas                ,B1  ,7770869                        ,MINA ISOFIT SHARP 0.9MM HB,293,160,160,STOCK,LIBRERÍA                                
P. Arenas                ,B1  ,7770885                        ,LAPIZ BICOLOR PROARTE DELGADO,94,78,78.25,DESCONTINUADO,LIBRERÍA                                
P. Arenas                ,B1  ,7772020                        ,(ALUSA PLASTICA 15 METROS),6,441,428,DE SALIDA,ASEO                                    
P. Arenas                ,B1  ,7772349                        ,GOMA EVA PROARTE 20X30CM ROSADO PQ 10 UND,8,924,924,STOCK,LIBRERÍA                                
P. Arenas                ,B1  ,7772690                        ,MARCADOR PROARTE PERMANENTE PTA BISELADA ROJO,60,261,261,DE SALIDA,LIBRERÍA                                
P. Arenas                ,B1  ,7775840                        ,PIZARRA MAGNETICA PROARTE 28X21.7CM,10,1871,1871,DE SALIDA,LIBRERÍA                                
P. Arenas                ,B1  ,8011541                        ,RPTO PORTA GOMA PAPER MATE BLISTER 2UN,9,246,0,DE SALIDA,LIBRERÍA                                
P. Arenas                ,B1  ,8012053                        ,MARCADOR SHARPIE PERMANENTE DOBLE PUNTA NEGRO,12,915,1029,STOCK,LIBRERÍA                                
P. Arenas                ,B1  ,8250050                        ,ARCH WILSON 385 CARTA 2ANILLOX2,30,2089.5,2089,STOCK,LIBRERÍA                                
P. Arenas                ,B1  ,8250112                        ,ARCH WILSON 385 CARTA 2ANILLOX1,26,1775,1775,STOCK,LIBRERÍA                                
P. Arenas                ,B1  ,8251068                        ,APOYA PIES KENSINGTON SOLEMASSAGE 5POS K56155,2,23313,25147,QUIEBRE-C,ACCESORIOS COMPUTACIONALES              
P. Arenas                ,B1  ,8251526                        ,ARCH WILSON 385 A4 3ANILLOX1 BLANCO,1,1720,1984,A PEDIDO,LIBRERÍA                                
P. Arenas                ,B1  ,8251586                        ,COJIN LUMBAR KENSINGTON MEMORY FOAM L82025,5,20162,21996,STOCK,ACCESORIOS COMPUTACIONALES              
LS - Barrio Industrial   ,B14,3813563                        ,CARP PLASTIFICADA CI C/GUSANO AZUL,1022,245,245,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813566                        ,CARP PLASTIFICADA CI C/GUSANO CAFE,121,245,245,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813635                        ,PINCEL TORRE PLANO N°18,29,355,355,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813644                        ,PINCEL TORRE REDONDO N°4,70,132,145,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813701                        ,ETIQUETA RIVO PRINT 35X25 BLANCA 25HJ,4,2900,2900,DE SALIDA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813704                        ,C. COLLEGE ROSS LISO 7MM 100HJ,339,777,777,F MAESTRA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813757                        ,GOMA BORRAR TORRE SOFT GRANDE MIGA,501,130,130,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813788                        ,MAXI TIZAS TORRE PEKES 5 COLORES BALDE 20UN,4,2018,2020,SOLO SALA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813796                        ,SILICONA EN BARRA PROARTE TRANSP. 12MM 10UN,58,1369,1369,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813842                        ,MARCADOR PIZARRA TORRE PTA. REDONDA NEGRO,24,315,395,F MAESTRA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3813983                        ,LIBRO ACTAS ORGAREX COMPOSICION OFICIO 400HJ,9,11700,11700,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3814037                        ,"ARCH TORRE PRESENT OFICIO 2ANILLOS 0,5"" 120HJ",23,2290,2290,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3814043                        ,NOTA ADHESIVA TORRE COL/NEON 51X38CM 4UN,47,705,705,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3814054                        ,"REVISTERO TORRE AZUL 30,7X25X10,5CM",11,2100,2100,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3814611                        ,TEMPERA TORRE PLATEADO 250ML,3,1008,1110,F MAESTRA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3814706                        ,NOTA ADHESIVA ISOFIT AMARILLO 76X76MM 100HJ,20,288,288,F MAESTRA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3815453                        ,PERFORADORA TORRE METALICA HEAVY DUTY 100 HJS,12,27555,27555,F MAESTRA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,4502675                        ,ETIQUETA ADETEC INK-JET 106X70MM 50HJS,2,5547,4544,F MAESTRA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,4561055                        ,AZUCAR IANSA 1KG,46,1042.0167,880,STOCK,ALIMENTOS                               
LS - Barrio Industrial   ,B14,4562019                        ,NESCAFE NESTLE TRADICIONAL 170GR TARRO,31,5150,5150,STOCK,ALIMENTOS                               
LS - Barrio Industrial   ,B14,5350013                        ,CUADERNO CALIGRAFIX SCRIPT 3º BASICO,10,2768,2768,A PEDIDO,EDUCACIÓN                               
LS - Barrio Industrial   ,B14,6002056                        ,SACAPUNTA MAPED SHAKER DOBLE,2,346,381,DE SALIDA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,6002445                        ,PINCEL ARTEL 101 Nº10 SINTETICO CERDA,8,1765,2718,QUIEBRE-L,LIBRERÍA                                
LS - Barrio Industrial   ,B14,6002544                        ,PINCEL ARTEL 108 Nº4 SINTETICO BISELADO,2,1414,2012,F MAESTRA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,6004035                        ,CARTULINA ARTEL BLANCA 53X75CM 25 UND,13,5650,5650,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,6509671                        ,TONER HP N°55A CE255A BLACK  6.000PAG,1,88803,88803,F MAESTRA,SUMINISTROS COMPUTACIONALES             
LS - Barrio Industrial   ,B14,7001160                        ,SCOTCH SELLOCINTA 12X30MM CRISTAL,96,102,131,BLOQUEO-C,LIBRERÍA                                
LS - Barrio Industrial   ,B14,7273262                        ,PAÑO MULTIUSO VIRUTEX CLASICO 3UN 36X36 CM,98,866,866,BLOQUEO-L,ASEO                                    
LS - Barrio Industrial   ,B14,7275000                        ,VIRUTEX MAGO PAD C/JABON 6UN,64,1220,1293,BLOQUEO-L,ASEO                                    
LS - Barrio Industrial   ,B14,7275093                        ,RPTO MOPA VIRUTEX ALGODON REDONDA CLASICA,11,62751,2615,BLOQUEO-L,ASEO                                    
LS - Barrio Industrial   ,B14,7275169                        ,TOALLA DE PAPEL TORK H/S 250M 2UN,3,9580,9580,STOCK,ASEO                                    
LS - Barrio Industrial   ,B14,7276329                        ,ENDULZANTE DAILY TRADICIONAL LIQUIDO 400ML,8,1223,1223,STOCK,ALIMENTOS                               
LS - Barrio Industrial   ,B14,7290490                        ,PILA DURACELL AUDITIVA 10 BLISTER 6UN,5,1498,1604,STOCK,FERRETERÍA                              
LS - Barrio Industrial   ,B14,7771050                        ,PEG PROARTE COLA FRIA LAVABLE 500GR,9,1233,1233,SOLO SALA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,7771433                        ,AGENDA ISOFIT EJECUTIVA CLASICA DXP NEGRO,16,3383,4602,F MAESTRA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,7772316                        ,REGLA PROARTE 40CM BISELADA HUMO,84,209,209,SOLO SALA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,8605548                        ,NECTAR ANDINA NARANJA 1.5LT,1,1084,1084,A PEDIDO,ALIMENTOS                               
LS - Barrio Industrial   ,B14,8883212                        ,CUADERNO EMPASTADO BUHO MATEMATICA 200HJ,5,4686.9,4595,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3814427                        ,CALCULADORA ISOFIT ESCRITORIO 10DIG,11,1401,1401,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3814563                        ,LA.BO JM AZUL P/GRUESA,1146,46,46,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3814609                        ,TEMPERA TORRE DORADO 250ML,3,1008,1110,F MAESTRA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3814614                        ,TEMPERA TORRE VERDE 250ML,2,856,940,F MAESTRA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3814618                        ,CARPETA ADIX CON ELASTICO NARANJA,46,506,573,DE SALIDA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3814679                        ,PLASTICO DIAZOL P/TERMOLAMINAR A4 0.5MM 100UN,5,9250,7150,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3814734                        ,LAPIZ GRAFITO SELLOFFICE H,12,61,66,BLOQUEO-C,LIBRERÍA                                
LS - Barrio Industrial   ,B14,3814842                        ,DESTACADOR DOM LAPIZ CELESTE,238,190,190,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,4502318                        ,ETIQUETA ADETEC INK-JET BLANCA 70X25MM 25HJ,6,2291,2291,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,4502691                        ,ETIQUETA ADETEC INK-JET BLANCA 35X25MM 25HJ,6,2291,2291,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,4503021                        ,ETIQUETA ADETEC INK-JET BLANCA 101X34MM 25HJ,66,2291,2291,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,5001196                        ,CINTA EMBALAJE 3M CAFE 311 48X50MT,114,1450,1624,F MAESTRA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,5003027                        ,CINTA 3M 600 18X66MT CRISTALINA,20,2404,2911,DE SALIDA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,5350001                        ,CUADERNO CALIGRAFIX VERTICAL 1B SEGUNDO SEM,19,2768,2768,A PEDIDO,EDUCACIÓN                               
LS - Barrio Industrial   ,B14,5350005                        ,CUADERNO CALIGRAFIX 1 PREKINDER TRAZOS/LETRAS,24,4617,4617,A PEDIDO,EDUCACIÓN                               
LS - Barrio Industrial   ,B14,5350009                        ,CUADERNO CALIGRAFIX SCRIPT 2° BASICO,10,2768,2768,A PEDIDO,EDUCACIÓN                               
LS - Barrio Industrial   ,B14,6001255                        ,GESSO ACRILICO ARTEL IMPRIMANTE 500ML,1,3666,4785,F MAESTRA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,6003325                        ,PINCEL ARTEL 106 Nº8 SINTETICO PLANO,8,1306,1961,QUIEBRE-C,LIBRERÍA                                
LS - Barrio Industrial   ,B14,6004199                        ,LA.PORTAMINA PILOT 0.7 TECNICO AZUL,12,3207,3207,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,6100046                        ,PUSHPINS BISILQUE COLORES SURTIDOS 200UN,1,3000,3000,STOCK,LIBRERÍA                                
LS - Barrio Industrial   ,B14,6540318                        ,BOTELLA TINTA BROTHER BLACK BT6001BK,7,6109,6802,STOCK,SUMINISTROS COMPUTACIONALES             
LS - Barrio Industrial   ,B14,6540319                        ,BOTELLA TINTA BROTHER MAGENTA BT5001M,8,5860,5860,STOCK,SUMINISTROS COMPUTACIONALES             
